,M=100Hz,M=200Hz,M=500Hz
19929,15270,11157,-4835
19930,15354,10810,-3707
19931,15434,10454,-2560
19932,15512,10090,-1400
19933,15586,9717,-234
19934,15657,9337,934
19935,15726,8949,2098
19936,15790,8554,3251
19937,15852,8151,4386
19938,15911,7742,5500
19939,15966,7327,6587
19940,16018,6906,7639
19941,16067,6479,8653
19942,16112,6047,9623
19943,16154,5610,10544
19944,16193,5169,11412
19945,16229,4723,12222
19946,16261,4274,12969
19947,16290,3821,13651
19948,16316,3365,14264
19949,16339,2906,14805
19950,16358,2445,15270
19951,16374,1982,15657
19952,16386,1517,15966
19953,16395,1051,16193
19954,16401,584,16339
19955,16404,117,16401
19956,16403,-350,16380
19957,16398,-817,16276
19958,16391,-1284,16090
19959,16380,-1749,15822
19960,16366,-2213,15473
19961,16348,-2675,15047
19962,16328,-3135,14543
19963,16304,-3593,13966
19964,16276,-4047,13319
19965,16246,-4499,12604
19966,16212,-4947,11824
19967,16174,-5390,10985
19968,16134,-5829,10090
19969,16090,-6264,9144
19970,16043,-6693,8151
19971,15992,-7117,7117
19972,15939,-7535,6047
19973,15882,-7947,4947
19974,15822,-8353,3821
19975,15759,-8752,2676
19976,15692,-9143,1517
19977,15622,-9528,351
19978,15550,-9904,-817
19979,15473,-10273,-1981
19980,15394,-10633,-3135
19981,15312,-10985,-4274
19982,15227,-11327,-5390
19983,15138,-11661,-6479
19984,15047,-11985,-7535
19985,14952,-12299,-8553
19986,14854,-12603,-9528
19987,14754,-12897,-10454
19988,14650,-13181,-11327
19989,14544,-13453,-12143
19990,14434,-13715,-12897
19991,14322,-13966,-13586
19992,14206,-14206,-14206
19993,14088,-14434,-14754
19994,13966,-14650,-15226
19995,13843,-14854,-15622
19996,13716,-15046,-15939
19997,13586,-15227,-16174
19998,13454,-15394,-16327
19999,13319,-15549,-16398
20000,13181,-15692,-16386
20001,13041,-15822,-16290
20002,12898,-15939,-16112
20003,12752,-16042,-15852
20004,12603,-16133,-15511
20005,12453,-16211,-15093
20006,12299,-16276,-14597
20007,12143,-16328,-14027
20008,11985,-16366,-13386
20009,11824,-16391,-12678
20010,11661,-16402,-11904
20011,11495,-16401,-11071
20012,11328,-16386,-10182
20013,11157,-16358,-9240
20014,10985,-16316,-8252
20015,10810,-16261,-7222
20016,10633,-16193,-6155
20017,10454,-16112,-5058
20018,10273,-16018,-3934
20019,10090,-15910,-2791
20020,9905,-15790,-1633
20021,9717,-15657,-467
20022,9528,-15511,701
20023,9337,-15353,1866
20024,9144,-15182,3021
20025,8949,-14999,4161
20026,8752,-14804,5280
20027,8554,-14597,6372
20028,8353,-14378,7432
20029,8151,-14147,8454
20030,7947,-13905,9433
20031,7742,-13651,10364
20032,7536,-13387,11243
20033,7327,-13111,12065
20034,7117,-12825,12825
20035,6906,-12528,13520
20036,6694,-12221,14147
20037,6479,-11904,14702
20038,6264,-11578,15183
20039,6047,-11243,15586
20040,5830,-10898,15911
20041,5611,-10544,16154
20042,5390,-10181,16316
20043,5169,-9811,16395
20044,4947,-9433,16391
20045,4723,-9046,16304
20046,4499,-8653,16134
20047,4274,-8252,15882
20048,4048,-7845,15550
20049,3821,-7431,15138
20050,3593,-7012,14650
20051,3365,-6586,14088
20052,3136,-6156,13454
20053,2906,-5720,12752
20054,2676,-5280,11985
20055,2445,-4835,11157
20056,2214,-4386,10273
20057,1982,-3934,9337
20058,1749,-3479,8353
20059,1517,-3021,7327
20060,1284,-2560,6264
20061,1051,-2098,5169
20062,818,-1633,4048
20063,584,-1167,2906
20064,351,-701,1749
20065,117,-233,584
20066,-117,234,-584
20067,-350,701,-1749
20068,-584,1168,-2906
20069,-817,1634,-4048
20070,-1051,2098,-5169
20071,-1284,2560,-6264
20072,-1517,3021,-7327
20073,-1749,3479,-8353
20074,-1981,3934,-9336
20075,-2213,4386,-10273
20076,-2445,4835,-11157
20077,-2676,5280,-11985
20078,-2906,5720,-12752
20079,-3135,6156,-13454
20080,-3365,6587,-14088
20081,-3593,7012,-14650
20082,-3821,7432,-15138
20083,-4048,7845,-15549
20084,-4274,8253,-15881
20085,-4499,8653,-16133
20086,-4723,9046,-16304
20087,-4946,9433,-16391
20088,-5169,9811,-16395
20089,-5390,10182,-16316
20090,-5610,10544,-16154
20091,-5829,10898,-15910
20092,-6047,11243,-15586
20093,-6264,11578,-15183
20094,-6479,11905,-14702
20095,-6693,12221,-14147
20096,-6906,12528,-13520
20097,-7117,12825,-12825
20098,-7327,13111,-12064
20099,-7535,13387,-11243
20100,-7742,13651,-10364
20101,-7947,13905,-9432
20102,-8151,14147,-8453
20103,-8353,14378,-7431
20104,-8553,14597,-6372
20105,-8752,14804,-5279
20106,-8948,15000,-4161
20107,-9144,15183,-3021
20108,-9337,15353,-1866
20109,-9528,15512,-701
20110,-9717,15657,468
20111,-9904,15790,1634
20112,-10090,15911,2791
20113,-10273,16018,3935
20114,-10454,16112,5058
20115,-10633,16193,6156
20116,-10810,16261,7223
20117,-10985,16316,8253
20118,-11157,16358,9241
20119,-11327,16386,10182
20120,-11495,16401,11071
20121,-11661,16403,11905
20122,-11824,16391,12678
20123,-11985,16366,13387
20124,-12143,16328,14027
20125,-12299,16276,14597
20126,-12452,16211,15093
20127,-12603,16134,15512
20128,-12752,16043,15852
20129,-12897,15939,16112
20130,-13040,15822,16291
20131,-13181,15692,16386
20132,-13319,15550,16398
20133,-13453,15394,16328
20134,-13586,15227,16174
20135,-13715,15046,15939
20136,-13842,14855,15622
20137,-13966,14650,15227
20138,-14087,14434,14754
20139,-14206,14206,14206
20140,-14321,13966,13586
20141,-14434,13716,12898
20142,-14543,13454,12143
20143,-14650,13181,11327
20144,-14753,12898,10454
20145,-14854,12604,9528
20146,-14952,12299,8553
20147,-15046,11985,7536
20148,-15138,11661,6479
20149,-15227,11327,5390
20150,-15312,10985,4274
20151,-15394,10633,3136
20152,-15473,10273,1982
20153,-15549,9905,818
20154,-15622,9528,-351
20155,-15692,9144,-1517
20156,-15758,8752,-2675
20157,-15821,8353,-3821
20158,-15881,7947,-4946
20159,-15939,7535,-6047
20160,-15992,7117,-7117
20161,-16042,6694,-8151
20162,-16089,6264,-9144
20163,-16134,5830,-10090
20164,-16174,5390,-10985
20165,-16211,4947,-11824
20166,-16245,4499,-12603
20167,-16276,4048,-13318
20168,-16303,3593,-13966
20169,-16327,3136,-14543
20170,-16348,2676,-15046
20171,-16366,2213,-15473
20172,-16380,1750,-15821
20173,-16391,1284,-16089
20174,-16398,818,-16276
20175,-16402,351,-16380
20176,-16403,-117,-16401
20177,-16401,-584,-16338
20178,-16395,-1051,-16193
20179,-16386,-1517,-15966
20180,-16373,-1982,-15657
20181,-16357,-2445,-15269
20182,-16338,-2906,-14804
20183,-16316,-3365,-14264
20184,-16290,-3821,-13651
20185,-16261,-4274,-12969
20186,-16229,-4723,-12221
20187,-16193,-5169,-11411
20188,-16154,-5610,-10544
20189,-16112,-6047,-9623
20190,-16066,-6479,-8653
20191,-16018,-6906,-7639
20192,-15966,-7327,-6586
20193,-15911,-7742,-5500
20194,-15852,-8151,-4386
20195,-15790,-8553,-3250
20196,-15726,-8949,-2098
20197,-15657,-9337,-934
20198,-15586,-9717,234
20199,-15512,-10090,1401
20200,-15434,-10454,2560
20201,-15353,-10810,3707
20202,-15270,-11157,4835
20203,-15183,-11495,5939
20204,-15092,-11824,7012
20205,-14999,-12143,8049
20206,-14903,-12452,9047
20207,-14804,-12752,9997
20208,-14702,-13040,10898
20209,-14597,-13318,11743
20210,-14489,-13586,12528
20211,-14378,-13842,13250
20212,-14264,-14088,13905
20213,-14147,-14321,14489
20214,-14027,-14543,15000
20215,-13905,-14754,15434
20216,-13779,-14952,15790
20217,-13651,-15138,16067
20218,-13520,-15312,16261
20219,-13387,-15473,16374
20220,-13250,-15622,16403
20221,-13111,-15758,16348
20222,-12969,-15881,16211
20223,-12825,-15992,15992
20224,-12678,-16089,15692
20225,-12528,-16174,15312
20226,-12376,-16245,14854
20227,-12221,-16304,14322
20228,-12064,-16348,13716
20229,-11905,-16380,13041
20230,-11742,-16398,12299
20231,-11578,-16403,11496
20232,-11412,-16395,10633
20233,-11242,-16373,9717
20234,-11071,-16339,8752
20235,-10898,-16290,7742
20236,-10722,-16229,6693
20237,-10544,-16154,5610
20238,-10364,-16066,4499
20239,-10182,-15966,3365
20240,-9997,-15852,2213
20241,-9811,-15726,1051
20242,-9623,-15586,-117
20243,-9432,-15434,-1284
20244,-9240,-15270,-2445
20245,-9046,-15093,-3593
20246,-8851,-14903,-4723
20247,-8653,-14702,-5829
20248,-8453,-14489,-6906
20249,-8252,-14264,-7947
20250,-8049,-14027,-8949
20251,-7845,-13779,-9904
20252,-7639,-13520,-10810
20253,-7431,-13250,-11661
20254,-7222,-12969,-12452
20255,-7012,-12678,-13181
20256,-6800,-12376,-13842
20257,-6586,-12064,-14434
20258,-6372,-11743,-14952
20259,-6156,-11412,-15394
20260,-5938,-11071,-15758
20261,-5720,-10722,-16042
20262,-5500,-10364,-16245
20263,-5280,-9997,-16366
20264,-5058,-9623,-16403
20265,-4835,-9240,-16358
20266,-4611,-8851,-16229
20267,-4386,-8453,-16018
20268,-4161,-8049,-15725
20269,-3934,-7639,-15353
20270,-3707,-7222,-14903
20271,-3479,-6800,-14378
20272,-3250,-6372,-13779
20273,-3021,-5938,-13111
20274,-2791,-5500,-12376
20275,-2560,-5058,-11578
20276,-2329,-4611,-10722
20277,-2098,-4161,-9811
20278,-1866,-3707,-8851
20279,-1633,-3250,-7845
20280,-1401,-2791,-6800
20281,-1167,-2329,-5720
20282,-934,-1866,-4611
20283,-701,-1401,-3479
20284,-467,-934,-2329
20285,-234,-467,-1168
20286,0,0,0
20287,234,467,1168
20288,467,934,2329
20289,701,1401,3479
20290,935,1866,4611
20291,1168,2329,5720
20292,1401,2791,6800
20293,1633,3251,7845
20294,1866,3707,8851
20295,2098,4161,9811
20296,2329,4611,10722
20297,2560,5058,11578
20298,2791,5500,12376
20299,3021,5938,13111
20300,3250,6372,13780
20301,3479,6800,14378
20302,3707,7223,14903
20303,3934,7639,15354
20304,4161,8050,15726
20305,4387,8454,16018
20306,4611,8851,16229
20307,4835,9240,16358
20308,5058,9623,16404
20309,5280,9997,16366
20310,5501,10364,16245
20311,5720,10722,16043
20312,5939,11071,15759
20313,6156,11412,15394
20314,6372,11743,14952
20315,6587,12065,14434
20316,6800,12376,13842
20317,7012,12678,13181
20318,7222,12969,12453
20319,7432,13250,11661
20320,7639,13520,10810
20321,7845,13779,9905
20322,8050,14028,8949
20323,8253,14264,7947
20324,8454,14489,6906
20325,8653,14702,5829
20326,8851,14903,4723
20327,9047,15093,3593
20328,9241,15270,2445
20329,9433,15434,1284
20330,9623,15586,117
20331,9811,15726,-1051
20332,9997,15852,-2213
20333,10182,15966,-3365
20334,10364,16067,-4499
20335,10544,16154,-5610
20336,10722,16229,-6693
20337,10898,16290,-7742
20338,11071,16339,-8752
20339,11243,16373,-9717
20340,11412,16395,-10633
20341,11578,16404,-11495
20342,11743,16399,-12299
20343,11905,16380,-13040
20344,12064,16349,-13716
20345,12221,16304,-14321
20346,12376,16246,-14854
20347,12528,16174,-15312
20348,12678,16090,-15692
20349,12825,15992,-15992
20350,12969,15882,-16211
20351,13111,15758,-16348
20352,13250,15622,-16403
20353,13387,15474,-16373
20354,13520,15312,-16261
20355,13651,15138,-16067
20356,13780,14952,-15790
20357,13905,14754,-15434
20358,14028,14543,-15000
20359,14147,14322,-14489
20360,14264,14088,-13905
20361,14378,13842,-13250
20362,14489,13586,-12528
20363,14597,13319,-11742
20364,14702,13041,-10897
20365,14805,12752,-9997
20366,14903,12452,-9046
20367,15000,12143,-8049
20368,15093,11824,-7012
20369,15183,11495,-5938
20370,15270,11157,-4835
20371,15354,10810,-3707
20372,15434,10454,-2560
20373,15512,10090,-1400
20374,15586,9717,-233
20375,15658,9337,935
20376,15726,8949,2098
20377,15790,8553,3251
20378,15852,8151,4387
20379,15911,7742,5501
20380,15966,7327,6587
20381,16018,6906,7639
20382,16067,6479,8653
20383,16112,6047,9623
20384,16154,5611,10544
20385,16193,5169,11412
20386,16229,4723,12222
20387,16261,4274,12969
20388,16290,3821,13651
20389,16316,3365,14264
20390,16339,2906,14805
20391,16358,2445,15270
20392,16374,1982,15658
20393,16386,1517,15966
20394,16395,1051,16193
20395,16401,584,16339
20396,16404,117,16401
20397,16403,-350,16380
20398,16398,-818,16276
20399,16391,-1284,16090
20400,16380,-1749,15822
20401,16366,-2213,15473
20402,16349,-2675,15046
20403,16328,-3136,14544
20404,16304,-3593,13967
20405,16276,-4047,13319
20406,16246,-4499,12603
20407,16212,-4946,11824
20408,16174,-5390,10985
20409,16134,-5829,10090
20410,16090,-6264,9144
20411,16043,-6693,8151
20412,15992,-7117,7117
20413,15939,-7535,6047
20414,15882,-7947,4947
20415,15822,-8353,3821
20416,15758,-8752,2676
20417,15692,-9144,1517
20418,15622,-9528,351
20419,15550,-9904,-817
20420,15473,-10273,-1982
20421,15394,-10633,-3136
20422,15312,-10985,-4274
20423,15227,-11327,-5390
20424,15138,-11661,-6479
20425,15046,-11985,-7535
20426,14952,-12299,-8553
20427,14855,-12603,-9528
20428,14754,-12897,-10454
20429,14650,-13181,-11327
20430,14544,-13453,-12143
20431,14434,-13715,-12897
20432,14322,-13966,-13586
20433,14206,-14206,-14206
20434,14088,-14434,-14753
20435,13967,-14650,-15226
20436,13843,-14854,-15622
20437,13716,-15046,-15938
20438,13586,-15226,-16174
20439,13454,-15394,-16328
20440,13319,-15549,-16398
20441,13181,-15692,-16386
20442,13040,-15822,-16290
20443,12897,-15939,-16112
20444,12752,-16042,-15852
20445,12603,-16133,-15512
20446,12453,-16211,-15093
20447,12299,-16276,-14597
20448,12143,-16328,-14027
20449,11985,-16366,-13387
20450,11824,-16391,-12678
20451,11661,-16402,-11904
20452,11496,-16401,-11071
20453,11328,-16386,-10181
20454,11157,-16358,-9240
20455,10985,-16316,-8252
20456,10810,-16261,-7222
20457,10633,-16193,-6156
20458,10454,-16112,-5058
20459,10273,-16018,-3934
20460,10090,-15911,-2791
20461,9905,-15790,-1633
20462,9717,-15657,-467
20463,9528,-15512,701
20464,9337,-15353,1866
20465,9144,-15183,3021
20466,8949,-14999,4161
20467,8752,-14804,5280
20468,8554,-14597,6372
20469,8353,-14378,7431
20470,8151,-14147,8453
20471,7948,-13905,9433
20472,7742,-13651,10364
20473,7535,-13386,11243
20474,7327,-13111,12065
20475,7117,-12825,12825
20476,6906,-12528,13520
20477,6694,-12221,14147
20478,6479,-11905,14702
20479,6264,-11578,15183
20480,6047,-11242,15586
20481,5829,-10897,15911
20482,5610,-10544,16154
20483,5390,-10182,16316
20484,5169,-9811,16395
20485,4947,-9432,16391
20486,4723,-9046,16304
20487,4499,-8653,16134
20488,4274,-8252,15882
20489,4048,-7845,15550
20490,3821,-7431,15138
20491,3593,-7012,14650
20492,3365,-6586,14088
20493,3136,-6155,13454
20494,2906,-5720,12752
20495,2676,-5280,11985
20496,2445,-4835,11157
20497,2214,-4386,10273
20498,1982,-3934,9337
20499,1750,-3479,8353
20500,1517,-3021,7327
20501,1284,-2560,6264
20502,1051,-2098,5169
20503,818,-1633,4048
20504,584,-1167,2906
20505,351,-701,1749
20506,117,-233,584
20507,-117,234,-584
20508,-351,701,-1749
20509,-584,1168,-2906
20510,-818,1633,-4048
20511,-1051,2098,-5169
20512,-1284,2561,-6264
20513,-1517,3021,-7327
20514,-1749,3479,-8353
20515,-1982,3934,-9336
20516,-2213,4387,-10273
20517,-2445,4835,-11157
20518,-2675,5280,-11985
20519,-2906,5720,-12752
20520,-3135,6156,-13453
20521,-3365,6586,-14087
20522,-3593,7012,-14650
20523,-3821,7432,-15138
20524,-4047,7845,-15549
20525,-4274,8253,-15882
20526,-4499,8653,-16134
20527,-4723,9047,-16304
20528,-4947,9433,-16391
20529,-5169,9811,-16395
20530,-5390,10182,-16316
20531,-5610,10544,-16154
20532,-5829,10898,-15910
20533,-6047,11243,-15586
20534,-6264,11578,-15182
20535,-6479,11905,-14702
20536,-6693,12222,-14147
20537,-6906,12528,-13520
20538,-7117,12825,-12825
20539,-7327,13111,-12064
20540,-7535,13387,-11242
20541,-7742,13651,-10364
20542,-7947,13905,-9432
20543,-8151,14147,-8453
20544,-8353,14378,-7431
20545,-8553,14597,-6372
20546,-8752,14804,-5279
20547,-8948,15000,-4161
20548,-9143,15183,-3021
20549,-9336,15353,-1865
20550,-9528,15512,-701
20551,-9717,15658,468
20552,-9905,15790,1634
20553,-10090,15911,2791
20554,-10273,16018,3934
20555,-10454,16112,5058
20556,-10633,16193,6156
20557,-10810,16261,7223
20558,-10985,16316,8253
20559,-11157,16358,9241
20560,-11327,16386,10182
20561,-11495,16401,11072
20562,-11661,16403,11905
20563,-11824,16391,12678
20564,-11985,16366,13387
20565,-12143,16328,14028
20566,-12299,16276,14597
20567,-12452,16212,15093
20568,-12603,16134,15512
20569,-12752,16043,15852
20570,-12897,15939,16112
20571,-13040,15822,16291
20572,-13181,15692,16386
20573,-13319,15550,16398
20574,-13454,15394,16328
20575,-13586,15227,16174
20576,-13715,15047,15939
20577,-13842,14855,15622
20578,-13966,14650,15227
20579,-14088,14434,14754
20580,-14206,14206,14206
20581,-14321,13966,13586
20582,-14434,13716,12897
20583,-14543,13454,12143
20584,-14650,13181,11327
20585,-14754,12898,10454
20586,-14854,12604,9528
20587,-14952,12299,8553
20588,-15046,11985,7536
20589,-15138,11661,6479
20590,-15227,11327,5390
20591,-15312,10985,4274
20592,-15394,10633,3136
20593,-15473,10273,1982
20594,-15549,9905,818
20595,-15622,9528,-351
20596,-15692,9144,-1517
20597,-15758,8752,-2675
20598,-15821,8353,-3821
20599,-15882,7947,-4947
20600,-15938,7535,-6047
20601,-15992,7117,-7117
20602,-16043,6694,-8151
20603,-16089,6264,-9143
20604,-16133,5829,-10090
20605,-16174,5390,-10985
20606,-16211,4947,-11824
20607,-16245,4499,-12603
20608,-16276,4048,-13319
20609,-16304,3593,-13966
20610,-16328,3136,-14543
20611,-16348,2676,-15046
20612,-16366,2213,-15473
20613,-16380,1749,-15822
20614,-16391,1284,-16089
20615,-16398,818,-16276
20616,-16403,351,-16380
20617,-16403,-117,-16401
20618,-16401,-584,-16338
20619,-16395,-1051,-16193
20620,-16386,-1517,-15966
20621,-16373,-1982,-15657
20622,-16357,-2445,-15270
20623,-16338,-2906,-14804
20624,-16316,-3365,-14264
20625,-16290,-3821,-13651
20626,-16261,-4274,-12969
20627,-16229,-4723,-12221
20628,-16193,-5169,-11412
20629,-16154,-5610,-10544
20630,-16112,-6047,-9623
20631,-16066,-6479,-8653
20632,-16018,-6906,-7639
20633,-15966,-7327,-6586
20634,-15910,-7742,-5500
20635,-15852,-8151,-4386
20636,-15790,-8553,-3250
20637,-15725,-8949,-2098
20638,-15657,-9336,-934
20639,-15586,-9717,234
20640,-15511,-10090,1401
20641,-15434,-10454,2560
20642,-15353,-10810,3707
20643,-15269,-11157,4835
20644,-15182,-11495,5938
20645,-15092,-11824,7012
20646,-14999,-12143,8049
20647,-14903,-12452,9047
20648,-14804,-12751,9997
20649,-14702,-13040,10898
20650,-14597,-13319,11743
20651,-14489,-13586,12528
20652,-14378,-13842,13250
20653,-14264,-14087,13905
20654,-14147,-14321,14489
20655,-14027,-14543,15000
20656,-13905,-14754,15434
20657,-13779,-14952,15791
20658,-13651,-15138,16067
20659,-13520,-15312,16261
20660,-13387,-15473,16373
20661,-13250,-15622,16403
20662,-13111,-15758,16348
20663,-12969,-15882,16211
20664,-12825,-15992,15992
20665,-12678,-16089,15692
20666,-12528,-16174,15312
20667,-12376,-16245,14855
20668,-12221,-16304,14322
20669,-12064,-16348,13716
20670,-11905,-16380,13041
20671,-11742,-16398,12299
20672,-11578,-16403,11496
20673,-11412,-16395,10633
20674,-11243,-16373,9717
20675,-11071,-16338,8752
20676,-10898,-16290,7742
20677,-10722,-16229,6693
20678,-10544,-16154,5611
20679,-10364,-16067,4499
20680,-10182,-15966,3365
20681,-9997,-15852,2213
20682,-9811,-15725,1051
20683,-9623,-15586,-117
20684,-9432,-15434,-1284
20685,-9240,-15269,-2445
20686,-9046,-15093,-3593
20687,-8851,-14903,-4723
20688,-8653,-14702,-5829
20689,-8453,-14489,-6906
20690,-8252,-14264,-7947
20691,-8049,-14027,-8948
20692,-7845,-13779,-9904
20693,-7639,-13520,-10810
20694,-7431,-13250,-11661
20695,-7222,-12969,-12452
20696,-7012,-12678,-13181
20697,-6800,-12376,-13842
20698,-6586,-12064,-14434
20699,-6372,-11742,-14952
20700,-6156,-11411,-15394
20701,-5938,-11071,-15758
20702,-5720,-10722,-16043
20703,-5500,-10364,-16245
20704,-5280,-9997,-16366
20705,-5058,-9623,-16403
20706,-4835,-9240,-16358
20707,-4611,-8850,-16229
20708,-4386,-8453,-16018
20709,-4161,-8049,-15726
20710,-3934,-7639,-15353
20711,-3707,-7222,-14903
20712,-3479,-6800,-14378
20713,-3250,-6371,-13779
20714,-3021,-5938,-13111
20715,-2791,-5500,-12376
20716,-2560,-5058,-11578
20717,-2329,-4611,-10722
20718,-2098,-4161,-9811
20719,-1865,-3707,-8850
20720,-1633,-3250,-7845
20721,-1401,-2791,-6800
20722,-1168,-2329,-5720
20723,-934,-1865,-4611
20724,-701,-1400,-3479
20725,-467,-934,-2329
20726,-233,-467,-1167
20727,0,0,0
20728,234,468,1168
20729,467,934,2329
20730,701,1401,3479
20731,935,1866,4611
20732,1168,2329,5720
20733,1401,2791,6800
20734,1634,3251,7845
20735,1866,3707,8851
20736,2098,4161,9811
20737,2329,4611,10722
20738,2561,5058,11578
20739,2791,5501,12376
20740,3021,5939,13111
20741,3250,6372,13780
20742,3479,6800,14378
20743,3707,7222,14904
20744,3935,7639,15354
20745,4161,8049,15726
20746,4386,8453,16018
20747,4611,8851,16229
20748,4835,9241,16358
20749,5058,9623,16404
20750,5280,9997,16366
20751,5500,10364,16245
